call_id,speaker,papel,secao_1a_fala,n_falas,primeira_fala
BR_2022Q2,Operator,operator,remarks,9,Good morning and welcome to the Broadridge second quarter 2022 earnings conference call. All participants will be in lis
BR_2022Q2,Patrick O’Shaughnessy,analyst,qa,3,"Hey, good morning. Tim, do you have any insight into why the SEC is revisiting its decision to keep the New York Stock E"
BR_2022Q2,Peter Heckmann,analyst,qa,3,"Hey, good morning everyone. Thanks for taking my call. A couple items on the governance front.  Can you talk about on th"
BR_2022Q2,Puneet Jain,analyst,qa,3,"Hey, thanks for taking my questions. Can you review the potential impact of an interest rate increase on your financials"
BR_2022Q2,Tim Gokey,management,remarks,11,"Thanks Edings. I’m excited to be here this morning to talk about our strong results, record sales, and our outlook for a"
BR_2022Q3,Chris Donat,analyst,qa,3,"Good morning. Thanks for taking my questions. Tim, I just wanted to follow up on the comment you made that you just made"
BR_2022Q3,Edings Thibault,management,remarks,1,"Thank you, Kate. Good morning and welcome to Broadridge’s third quarter fiscal year 2022 earnings call. Our earnings rel"
BR_2022Q3,Edmund Reese,management,remarks,5,"Thank you, Tim, and good morning, everyone. I'm pleased to be here discussing another quarter of strong performance, whi"
BR_2022Q3,Michael Young,analyst,qa,3,"Hey, good morning. Thank you for taking the question. I actually wanted to follow up on kind of the sales commentary, ma"
BR_2022Q3,Operator,operator,remarks,8,Good morning and welcome to the Broadridge Fiscal Third Quarter 2022 Earnings Conference Call. All participants will be 
BR_2022Q3,Patrick O'Shaughnessy,analyst,qa,3,"Hey, good morning. Curious about what areas of your business you would think that you would have pricing power in during"
BR_2022Q3,Puneet Jain,analyst,qa,3,"Yeah. Hi. Thanks for taking my question. Tim, are you seeing -- obviously, you are seeing structural tailwinds in the bu"
BR_2022Q3,Tim Gokey,management,remarks,12,"Thanks Edings. Good morning. I'm pleased to be here to discuss our strong results, record sales and outlook for another "
BR_2022Q3,Unidentified Analyst,analyst,qa,2,"Hi. This is Millie on behalf of David Togut. Congrats on the strong quarter and the 42% year-to-date closed sales. Just,"
BR_2022Q4,David Togut,analyst,qa,3,"I appreciate the call outs on the fiscal '23 guidance, Edmund. Can you talk to your expectations, though for Itiviti, wh"
BR_2022Q4,Edings Thibault,management,remarks,1,"Thank you. Good morning, and welcome to Broadridge's fourth quarter fiscal year 2022 earnings call. Our earnings release"
BR_2022Q4,Edmund Reese,management,remarks,7,"Thank you, Tim, and good morning, everyone. I'm really pleased to be here to discuss the results from yet another strong"
BR_2022Q4,Operator,operator,remarks,8,"Good morning, and welcome to the Broadridge Fourth Quarter and Fiscal Year 2022 Earnings Conference Call. All participan"
BR_2022Q4,Patrick OâShaughnessy,analyst,qa,2,I'm trying to square your positive comments about Itiviti with the actual revenue trends. So it sounds like it performed
BR_2022Q4,Peter Heckmann,analyst,qa,3,I wanted to ask customer reimbursables are growing quite a bit faster than I would have expected given some of the secul
BR_2022Q4,Puneet Jain,analyst,qa,2,"So it looks like ICS internal growth trends inflected higher in the quarter. Even related to the last quarter, it seemed"
BR_2022Q4,Tim Gokey,management,remarks,10,"Thank you, Edings, and good morning to everyone joining us. I'm pleased to update you on Broadridge's strong fourth quar"
BR_2023Q1,Darrin Peller,analyst,qa,3,"Hey guys. Listen, maybe we start off just with the growth in the regulatory side and the position growth trends. I guess"
BR_2023Q1,David Togut,management,remarks,3,Thank you. Good morning. Given the divergence between the strong revenue growth of 8% and the 15% decline in operating i
BR_2023Q1,Edings Thibault,management,remarks,1,"Thank you, Cole. Good morning, everybody and welcome to Broadridge’s first quarter fiscal year 2023 earnings call. Our e"
BR_2023Q1,Edmund Reese,management,remarks,6,"Thank you, Tim and good morning everyone. I am pleased to be here to discuss the results from another strong quarter, wh"
BR_2023Q1,Operator,operator,remarks,7,Good day and welcome to the Broadridge First Quarter 2023 Earnings Conference Call. [Operator Instructions] And please n
BR_2023Q1,Patrick O’Shaughnessy,analyst,qa,4,"Hey. Good morning guys. So, the wealth management sales pipeline that you have been speaking to, can you give some more "
BR_2023Q1,Puneet Jain,analyst,qa,3,"Hello. Thanks for taking my question. Can you comment on velocity of deals in the pipeline, specifically for large deals"
BR_2023Q1,Tim Gokey,management,remarks,11,"Edings, thank you very much. Good morning, everyone. I am pleased to be here to discuss our strong start to fiscal ‘23. "
BR_2023Q2,Darrin Peller,analyst,qa,4,"Hey, guys. I wanted to touch based on, we always have this seasonal pickup in the second half for bookings for closed sa"
BR_2023Q2,David Togut,analyst,qa,3,"Good morning. I'll ask my question and follow-up together upfront. First, both Tim and Edmund, you reiterated your view "
BR_2023Q2,Edings Thibault,management,remarks,1,"Thank you, Allison, and good morning, everybody and welcome to Broadridge's second quarter fiscal year 2023 earnings cal"
BR_2023Q2,Edmund Reese,management,remarks,8,"Thank you, Tim and good morning, everyone. I'm pleased to share the results from another strong quarter where recurring "
BR_2023Q2,James Faucette,analyst,qa,4,Thanks very much. Just wanted to follow up on questions around the rollout of the wealth platform with UBS and the lever
BR_2023Q2,Operator,operator,remarks,8,"Good day, and welcome to the Broadridge Fiscal Second Quarter 2023 Earnings Conference Call. All participants will be in"
BR_2023Q2,Peter Heckmann,analyst,qa,3,"Hey. Good morning, everyone. Thanks for taking my question. I wanted to see if you had any thoughts about where we are i"
BR_2023Q2,Puneet Jain,analyst,qa,3,Hey. Thanks for taking my question. I know like you talked about that the stock record growth can slow down to mid-singl
BR_2023Q2,Timothy Gokey,management,remarks,15,"Thanks, Edings. Good morning, and thank you for joining us. I'm pleased to be here to review our strong second quarter p"
BR_2023Q3,Daniel Perlin,analyst,qa,3,"I wanted to just touch base on the free cash flow conversion. It was great to see that, that's ramping back to kind of 6"
BR_2023Q3,Darrin Peller,analyst,qa,2,"So I mean it's great to see the progress on the wealth side and the build-out, when we look at the free cash conversion,"
BR_2023Q3,David Togut,analyst,qa,2,"Could you just go perhaps a level deeper, Tim, on some of the delays you're seeing in new bookings, particularly why you"
BR_2023Q3,Edings Thibault,management,remarks,1,"Thank you, Kate. And good morning, everybody, and welcome to Broadridge's Third Quarter Fiscal Year 2023 Earnings Confer"
BR_2023Q3,Edmund Reese,management,remarks,7,"Well, thank you, Tim. And good morning, everyone. Today, I am going to review our Q3 financial performance. I want to pr"
BR_2023Q3,James Faucette,analyst,qa,2,Appreciate your comments on capital allocation and how you expect that to change or return to previous uses. I'm just wo
BR_2023Q3,Operator,operator,remarks,9,"Good morning, and welcome to the Broadridge Fiscal Third Quarter 2023 Earnings Conference Call. [Operator Instructions] "
BR_2023Q3,Peter Heckmann,analyst,qa,2,I just wanted to see if you had any additional thoughts on tailored shareholder reports and where Broadridge might see o
BR_2023Q3,Puneet Jain,analyst,qa,2,"I just had like a question on closed sales, like the lowered expectations for this year. Like is that something you woul"
BR_2023Q3,Tim Gokey,management,remarks,11,"Thanks, Edings. Good morning, and thank you for joining us. I'm pleased to be here to review our strong third quarter re"
BR_2023Q4,Daniel Perlin,analyst,qa,2,"Thanks, good morning. I wanted to kind of follow back up on kind of backlog here a little bit. So the $400 million, is t"
BR_2023Q4,Darrin Peller,analyst,qa,3,"Guys, thanks. Let me just start off with the components of margin. It looked like the gross margin improvement was fairl"
BR_2023Q4,David Togut,analyst,qa,2,"Thank you, good morning. Could you drill down a little deeper into the kind of underlying drivers of mid-single-digit st"
BR_2023Q4,Edings Thibault,management,remarks,1,"Thank you, Jamie. Good morning, everybody, and welcome to Broadridge's Fourth Quarter and Fiscal Year 2023 Earnings Call"
BR_2023Q4,Edmund Reese,management,remarks,11,"Thank you, Tim and good morning everyone. I'm pleased to be here to discuss the results from yet another strong quarter "
BR_2023Q4,Michael Infante,analyst,qa,1,"Hi, everyone thanks for taking our questions. Apologies if this was asked earlier. I joined a couple of minutes late. Bu"
BR_2023Q4,Operator,operator,remarks,10,"Good morning, and welcome to the Broadridge Fourth Quarter and Fiscal Year 2023 Earnings Conference Call. [Operator Inst"
BR_2023Q4,Patrick O'Shaughnessy,analyst,qa,2,"Hey good morning. I apologize if I missed this, but did you provide an outlook for your CapEx and capitalized software d"
BR_2023Q4,Peter Heckmann,analyst,qa,3,Hey good morning everyone. Really complete call. You checked off a number of my questions as we went. I didn't hear -- I
BR_2023Q4,Puneet Jain,analyst,qa,2,"Hi, thanks for taking my question. I also want to ask about closed sales. So given like the period of weakness near term"
BR_2023Q4,Timothy Gokey,management,remarks,9,Thank you Edings and good morning. It's great to be here this morning to review our strong fiscal 2023 results. I'm part
BR_2024Q1,Darrin Peller,analyst,qa,3,"Hey, guys. Thanks. Maybe we could jump in a little more to the components of the business, maybe just touching first on "
BR_2024Q1,David Togut,analyst,qa,3,Thank you. Good morning. Good to see the strong start to fiscal 2024. Looks like you’re running at about 3x the EPS grow
BR_2024Q1,Edings Thibault,management,remarks,1,"Thank you, Kate, and good morning, everybody, and welcome to Broadridge's first quarter fiscal year 2024 earnings call. "
BR_2024Q1,Edmund Reese,management,remarks,8,"Thank you, Tim. And thank you, in particular, for those comments on Bob. There is no doubt that he will be missed. Good "
BR_2024Q1,James Faucette,analyst,qa,3,"Great. Thank you. I wanted to ask a couple of questions here. First, on the announcement of the UBS go live on the DLP p"
BR_2024Q1,Matthew Roswell,analyst,qa,6,Hopefully you can hear me now.
BR_2024Q1,Operator,operator,remarks,8,"Good morning, and welcome to the Broadridge Financial Solutions First Quarter and Fiscal Year 2024 Earnings Conference C"
BR_2024Q1,Peter Heckmann,analyst,qa,3,"Hey, just to follow-up, Tim and you addressed this in your answer to the last question. You’re talking about some of the"
BR_2024Q1,Tim Gokey,management,remarks,13,"Thank you, Edings, and good morning. I'm pleased to be here to discuss our strong start to fiscal 2024. Clearly, the eco"
BR_2024Q2,Dan Perlin,analyst,qa,3,I just wanted to maybe revisit the wealth expectation as we just go into kind of the third and fourth quarters here. So 
BR_2024Q2,Darrin Peller,analyst,qa,2,Just maybe a quick follow-up on the wealth side. When you think about the cross-selling opportunities and what you -- wh
BR_2024Q2,David Togut,analyst,qa,1,Tim and Edmund. I'll combine my 2 questions upfront. The first is really on headwinds and tailwinds. The first part is r
BR_2024Q2,Edings Thibault,management,remarks,1,"Thank you, Jamie, and good morning, everybody, and welcome to Broadridge's second quarter fiscal year 2024 earnings conf"
BR_2024Q2,Edmund Reese,management,remarks,7,"Thank you, Tim, and good morning, everyone. I'm really pleased to be here to discuss the results for the second quarter."
BR_2024Q2,James Faucette,analyst,qa,2,Great. I just want to check some quick math on the Wealth segment. It looks like client losses were about a 3-point drag
BR_2024Q2,Operator,operator,remarks,10,"Good morning, and welcome to the Broadridge Second Quarter and Fiscal Year 2024 Earnings Conference Call. [Operator Inst"
BR_2024Q2,Patrick O'Shaughnessy,analyst,qa,2,"So for GTO, in past quarters, I seem to recall you guys speaking to a 5% to 7% growth outlook for that business both in,"
BR_2024Q2,Peter Heckmann,analyst,qa,1,Going back to tailored shareholder reports and some of the compliance market there. Can you talk about how you're thinki
BR_2024Q2,Q – Unidentified Analyst,analyst,qa,1,"I'm on for Puneet. Jane, by the way, of course, from JP Morgan. So can for all the updates on wealth, it's been really c"
BR_2024Q2,Tim Gokey,management,remarks,11,"Thank you, Edings. Good morning, and it was great reconnecting with so many of you at our Investor Day in December. As y"
BR_2024Q3,David Togut,analyst,qa,1,"Understood. Thanks so much, Tim and Edmund."
BR_2024Q3,Edings Thibault,management,remarks,1,"Thank you, Andrea. Good morning, everybody, and welcome to Broadridge's third quarter fiscal year 2024 earnings conferen"
BR_2024Q3,Edmund Reese,management,remarks,4,"Thank you, Tim, and good morning, everyone. Let me start by saying that I'm pleased with the third quarter results relat"
BR_2024Q3,Operator,operator,remarks,5,"Good day, and welcome to the Broadridge Financial Solutions Third Quarter and Fiscal Year 2024 Earnings Conference Call."
BR_2024Q3,Patrick O'Shaughnessy,analyst,qa,3,"Hey. Good morning, guys. When you kind of think about the factors that are driving 6% recurring revenue growth this fisc"
BR_2024Q3,Q - David Togut,analyst,qa,1,"Thank you. Good morning. I'll ask my question and the follow-up both upfront. So first, given the solid early demand for"
BR_2024Q3,Tim Gokey,management,remarks,4,"Thank you, Edings, and good morning. It's great to be here to review our third quarter results and update you on our ful"
BR_2024Q3,William Vu,analyst,qa,2,Hey guys. Thanks for taking my questions. This is Will on for Darrin here. I had two related to some of the bookings tre
BR_2024Q4,Ashima Ghei,management,remarks,5,"Thank you, Tim. Great to be here."
BR_2024Q4,Dan Perlin,analyst,qa,2,"Thanks. Good morning. Tim, I just wanted to ask you, and you touched on this a little bit in the prepared remarks, but w"
BR_2024Q4,Darrin Peller,analyst,qa,2,"Guys, thanks. And Ashima, congrats, and welcome to the call. I just want to touch base on the strength in bookings trend"
BR_2024Q4,Edings Thibault,management,remarks,1,"Thank you, Andrea. Good morning, everybody. And welcome to Broadridge's fourth quarter and fiscal year 2024 earnings cal"
BR_2024Q4,James Faucette,analyst,qa,2,"Great. Thank you very much. I wanted to ask on wealth. It seems like on the wealth front, you alluded to strong pipeline"
BR_2024Q4,Operator,operator,remarks,8,Good day! Welcome to the Broadridge Financial Solutions Fourth Quarter and Fiscal Year 2024 Earnings Conference Call. Al
BR_2024Q4,Patrick O'Shaughnessy,analyst,qa,3,"Hey, good morning. A question on margins. I'm just kind of curious about the lack of margin expansion embedded within th"
BR_2024Q4,Puneet Jain,analyst,qa,3,"Yeah, hi. Thanks for taking my question. It seems like the advisor target and CompSci deals are different from your prio"
BR_2024Q4,Tim Gokey,management,remarks,9,"Thank you, Edings, and good morning. It's great to be here to discuss our strong fiscal ‘24 financial and operating resu"
BR_2025Q1,Ashima Ghei,management,remarks,4,"Thank you, Tim. Good morning, everyone. I'll begin my discussion this morning with four key callouts. First, Broadridge "
BR_2025Q1,Dan Perlin,management,remarks,2,Thanks. Good morning. I just wanted to revisit the guidance there for a second. I think it's pretty clear on the raising
BR_2025Q1,Edings Thibault,management,remarks,1,"Thank you, Chuck. Good morning, everybody, and welcome to Broadridge's first quarter fiscal year 2025 earnings call. Our"
BR_2025Q1,James Faucette,management,remarks,2,"Great. Thank you for those clarifications on the outlook, etcetera. Wanted to touch really quickly on digital and then s"
BR_2025Q1,Operator,operator,remarks,7,"Good day, and welcome to the Broadridge Fiscal First Quarter 2025 Earnings Conference Call. All participants will be in "
BR_2025Q1,Patrick O'Shaughnessy,management,remarks,2,A follow-up question on SIS. Can you provide the specific revenue contribution that you expect from that business this y
BR_2025Q1,Puneet Jain,management,remarks,2,"Hi, thanks for taking my question. So some of like the consulting companies have definitely gotten more positive on outl"
BR_2025Q1,Tim Gokey,management,remarks,10,"Thank you, Edings, and good morning. I'm pleased to be here with you today to discuss our first quarter results. I want "
BR_2025Q2,Alex Kramm,analyst,qa,3,"Yes. Hey, good morning, everyone. Maybe just starting off on the guidance here where you ended, obviously the tone and t"
BR_2025Q2,Ashima Ghei,management,remarks,7,"Thanks, Tim. Good morning. It’s great to be here with you today. I’ll begin my discussion this morning with five key cal"
BR_2025Q2,Dan Perlin,analyst,qa,3,"Thanks. Good morning, everyone. I just wanted to clarify a couple of things on – I think you called out in GTO that ther"
BR_2025Q2,Edings Thibault,management,remarks,1,"Thank you. Good morning, everybody, and welcome to Broadridge’s second quarter fiscal year 2025 earnings call. Our earni"
BR_2025Q2,James Faucette,analyst,qa,3,"Great, thank you very much. I wanted to ask a couple of questions. First, on monetization AI-related product improvement"
BR_2025Q2,Operator,operator,remarks,8,"Good day, and welcome to the Broadridge Fiscal Second Quarter 2025 Earnings Conference Call. All participants will be in"
BR_2025Q2,Peter Heckmann,analyst,qa,3,"Hey, good morning. Most of my questions have been answered, but just a few little more house-keeping items. So event dri"
BR_2025Q2,Puneet Jain,analyst,qa,3,"Hey, thanks for taking my question. I wanted to quickly follow-up on the earlier question about the new administration’s"
BR_2025Q2,Scott Wurtzel,analyst,qa,3,"Hey, good morning guys. Thank you for taking my question. I just wanted to follow up on a point you made in the answer t"
BR_2025Q2,Tim Gokey,management,remarks,12,"Thank you, Edings, and good morning. I’d like to start this morning by congratulating our new Chief Financial Officer. A"
BR_2025Q3,Ashima Ghei,management,remarks,6,"Thanks, Tim. Good morning. It's great to be here with you today. I'll start with the headline which is that Broadridge d"
BR_2025Q3,Dan Perlin,analyst,qa,2,I wanted to just maybe touch on the demand environment a little bit more closely. It sounds like there's this kind of li
BR_2025Q3,Edings Thibault,management,remarks,1,"Thank you, Dave [ph] and good morning everybody and welcome to Broadridge's third quarter and fiscal year 2025 earnings "
BR_2025Q3,Michael Infante,analyst,qa,2,I just wanted to circle back on Dan's earlier question just in terms of the differential between equity position growth 
BR_2025Q3,Operator,operator,remarks,9,Good day and welcome to the Broadridge Fiscal Third Quarter 2025 Earnings Conference Call. All participants will be in a
BR_2025Q3,Patrick O'Shaughnessy,analyst,qa,2,"Starting out with your wealth platform sale that you mentioned, can you give a little bit more color on what's within th"
BR_2025Q3,Peter Heckmann,analyst,qa,2,"Tim, I didn't hear you mention it but do you have any early thoughts on some of the public-private kind of retail invest"
BR_2025Q3,Puneet Jain,analyst,qa,2,"Tim, totally agree that timing of bookings doesn't impact medium term growth rates but can you also recap what the new a"
BR_2025Q3,Scott Wurtzel,analyst,qa,2,I just wanted to go with one on the sales to start. Just wondering when you're seeing these elongations potentially in t
BR_2025Q3,Tim Gokey,management,remarks,14,"Thank you, Edings and good morning. Broadridge delivered strong third quarter results and we are on track to deliver a s"
CDNS_2017Q1,"Alan Lindstrom - Cadence Design Systems, Inc.",analyst,qa,1,"Thank you, Mike, and welcome, everyone, to our first quarter 2017 earnings conference call. With me today are Lip-Bu Tan"
CDNS_2017Q1,Analysts,management,remarks,1,"Mitch Steves - RBC Capital Markets LLC Jay Vleeschhouwer - Griffin Securities, Inc. Krish Sankar - Bank of America Merri"
CDNS_2017Q1,Executives,management,remarks,1,"Alan Lindstrom - Cadence Design Systems, Inc. Lip-Bu Tan - Cadence Design Systems, Inc. Geoffrey G. Ribar - Cadence Desi"
CDNS_2017Q1,Farhan Ahmad - Credit Suisse Securities (USA) LLC,analyst,qa,5,"Thanks for taking my question. My first question, Lip-Bu, is like if I look at your growth and your year-over-year growt"
CDNS_2017Q1,"Geoffrey G. Ribar - Cadence Design Systems, Inc.",analyst,qa,21,"Thanks, Lip-Bu, and good afternoon, everyone. Consistent execution led to strong operating results for Q1. Key results f"
CDNS_2017Q1,"Jay Vleeschhouwer - Griffin Securities, Inc.",analyst,qa,4,"Thank you. Good evening. Lip-Bu, let me start with you and ask about opportunities you may have for incremental revenue "
CDNS_2017Q1,Krish Sankar - Bank of America Merrill Lynch,analyst,qa,8,"Yeah, hi. Thanks for taking my question. I had a few of them. First one, Geoff, just wanted to find out why no buybacks "
CDNS_2017Q1,"Lip-Bu Tan - Cadence Design Systems, Inc.",analyst,qa,20,"Good afternoon, everyone, and thank you for joining us today. We are pleased with our first quarter results. Consistent "
CDNS_2017Q1,Mitch Steves - RBC Capital Markets LLC,analyst,qa,3,"Hey, guys. Thanks for taking my question. Overall a good quarter. I just had one question starting on kind of the digita"
CDNS_2017Q1,Operator,operator,qa,11,"Good afternoon. My name is Mike, and I will be your conference operator today. At this time, I would like to welcome eve"
CDNS_2017Q1,Rich F. Valera - Needham & Co. LLC,analyst,qa,4,"Thank you. Question on the emulation market. Historically, new emulation products releases by yourself and Mentor have h"
CDNS_2017Q1,Sterling Auty - JPMorgan Securities LLC,analyst,qa,4,"Yeah. Thanks. Hi, guys. I wanted to follow on the emulation question. You mentioned that it's still selling strongly. Bu"
CDNS_2017Q1,Thomas Robert Diffely - D.A. Davidson & Co.,analyst,qa,5,"Yeah. Good afternoon. I was hoping that you could look at your three new products and maybe rank, if you could, what the"
CDNS_2017Q1,Unknown Speaker,analyst,qa,2,Hi. This is Jason (46:38) on for Monika. Thanks for taking my question. I actually just have one question left. So if I 
CDNS_2017Q2,Alan Lindstrom,analyst,qa,1,"Thank you, Devon, and welcome everyone, to our second quarter 2017 earnings conference call. With me today are Lip-Bu Ta"
CDNS_2017Q2,Analysts,management,remarks,1,Rich Valera - Needham and Company Jackson Ader - JPMorgan Mitch Steves - RBC Capital Markets Farhan Ahmad - Credit Suiss
CDNS_2017Q2,Executives,management,remarks,1,Lip-Bu Tan - President and CEO Geoff Ribar - SVP and CFO John Wall - Corporate VP Finance and Controller Alan Lindstrom 
CDNS_2017Q2,Farhan Ahmad,analyst,qa,5,"Hi. Thanks for taking my question. My first question is on the hardware side. On the emulation, your first half sales ar"
CDNS_2017Q2,Geoff Ribar,analyst,qa,2,"Just from an expense perspective, in the first half of the year, we had higher social security payments, both for the em"
CDNS_2017Q2,Jackson Ader,analyst,qa,3,"Hey guys. Yeah, it's Jackson on for Sterling tonight. If we can just circle back to the buyback that you're anticipating"
CDNS_2017Q2,Jay Vleeschhouwer,analyst,qa,3,"Good evening. Couple of short term questions to start; first for Geoff and John, then [indiscernible] question for Lip-B"
CDNS_2017Q2,John Wall,analyst,qa,6,"Thanks, Lip-Bu and good afternoon everyone. Consistent execution drove excellent financial results for the second quarte"
CDNS_2017Q2,Krish Sankar,analyst,qa,4,"Yeah hi. Thanks for taking my question and congrats on a good quarter. I had a few of them, first one either for Lip-Bu "
CDNS_2017Q2,Lip-Bu Tan,analyst,qa,29,Good afternoon everyone and thank you for joining us today. We are steadily executing our system design enablement or SD
CDNS_2017Q2,Mitch Steves,analyst,qa,3,"Hey, thanks guys. Just two quick questions for me. So actually kind of first on the strategic side; I know you guys are "
CDNS_2017Q2,Monika Garg,analyst,qa,4,Hi. Thanks for taking my question. The first is on R&D; if I look at R&D as a percentage of revenue. First half of this 
CDNS_2017Q2,Operator,operator,qa,11,"Good afternoon. My name is Devon and I will be your conference operator today. At this time, I would like to welcome eve"
CDNS_2017Q2,Rich Valera,analyst,qa,3,"Thank you. First question, it relates to the decision to start buying back stock. I think as recently as a few weeks ago"
CDNS_2017Q2,Tom Diffely,analyst,qa,6,"Yeah, good afternoon. Just following up on that last question, when we get into an environment, and guys like NVIDIA are"
CDNS_2017Q3,Alan Lindstrom,management,remarks,1,"Thank you, Jennifer, and welcome, everyone, to our third quarter 2017 Earnings Conference Call. With me today are Lip-Bu"
CDNS_2017Q3,Analysts,management,remarks,1,Krish Sankar - Bank of America Mitch Steves - RBC Capital Markets Farhan Ahmad - Crédit Suisse Jay Vleeschhouwer - Griff
CDNS_2017Q3,Executives,management,remarks,1,Alan Lindstrom - Senior Group Director of IR Lip-Bu Tan - President & CEO John Wall - Senior VP & CFO
CDNS_2017Q3,Farhan Ahmad,analyst,qa,3,My first question is on the functional verification and emulation. The revenues there are dropping year-on-year for 3 qu
CDNS_2017Q3,Gary Mobley,analyst,qa,2,"Congrats on the promotion, John. I want to start with the question about deferred revenue, both short and long-term. It "
CDNS_2017Q3,Jay Vleeschhouwer,analyst,qa,2,"Let me start with asking about your customer concentration, and that is if you could comment on trends in customer conce"
CDNS_2017Q3,John Wall,management,remarks,9,"Thanks, Lip-Bu, and good afternoon, everyone. Strong demand for our products and consistent execution enabled Cadence to"
CDNS_2017Q3,Krish Sankar,analyst,qa,5,"First one, John, just on the housekeeping on the ASC 606. In FY '18, would your ratable revenue still be around 90%? Or "
CDNS_2017Q3,Lip-Bu Tan,management,remarks,15,"Good afternoon, everyone, and thank you for joining us today. Cadence achieved excellent operating results for the third"
CDNS_2017Q3,Mitch Steves,analyst,qa,2,I had two. So the first one is kind of more on the ASP and how you're going to sell to your customers. So as the chips g
CDNS_2017Q3,Monika Garg,analyst,qa,4,"Sorry, I also have one on emulation. Last -- on your last call, you had talked about that emulation kind of was weak. Th"
CDNS_2017Q3,Operator,operator,remarks,9,"Good afternoon, my name is Jennifer, and I will be your conference operator today. At this time, I would like to welcome"
CDNS_2017Q4,Alan Lindstrom,management,remarks,1,"Thank you, Jessy, and I’d like welcome, everyone, to our fourth quarter 2017 earnings conference call. I am joined by Li"
CDNS_2017Q4,Analysts,management,remarks,1,Gary Mobley - Benchmark Jay Vleeschhouwer - Griffin Securities Monika Garg - KeyBanc Mitch Steves - RBC Capital Markets 
CDNS_2017Q4,Executives,management,remarks,1,Alan Lindstrom - Senior Group Director of Investor Relations Lip-Bu Tan - Chief Executive Officer John Wall - Senior Vic
CDNS_2017Q4,Farhan Ahmad,analyst,qa,6,Thanks for taking my question. My first question is regarding the nusemi acquisition you are entering the 30s design IP 
CDNS_2017Q4,Gary Mobley,analyst,qa,7,Hi guys. Thanks for taking my question. Congrats on a strong finish to the year. Wanted to start with a question about c
CDNS_2017Q4,Jay Vleeschhouwer,analyst,qa,3,"Thanks, good evening. Lip-Bu let start with you on an EDA market question, to what extent are do you seeing that the fre"
CDNS_2017Q4,John Wall,management,remarks,20,Thanks Lip-Bu. Good afternoon everyone. I’m very pleased to say that we met or exceeded our key operating metrics and de
CDNS_2017Q4,Lip-Bu Tan,management,remarks,19,"Good afternoon, everyone, and thank you for joining us today. Through the execution of our System Design Enablement Stra"
CDNS_2017Q4,Mitch Steves,analyst,qa,5,"Hi guys. Just want to clarify questions on the acquisitions. Just to be clear, so you’re essentially messaging that the "
CDNS_2017Q4,Monika Garg,analyst,qa,7,"Hi, thanks for taking my question. First question John, this 2018 ASC 606 is about 40 million negative impact, in 2019 i"
CDNS_2017Q4,Operator,operator,remarks,10,"Good afternoon, my name is Jessy, and I’ll be your conference operator today. At this time, I like to welcome everyone t"
CDNS_2017Q4,Rich Valera,analyst,qa,5,"Thank you. Lip-Bu, I was wondering if you could give any more color around what sounds like some pretty good, I guess sh"
CDNS_2017Q4,Tom Diffely,analyst,qa,4,"Yes, good afternoon. I was hoping to get a little information about some of these traditionally smaller end markets that"
CDNS_2018Q1,Alan Lindstrom,management,remarks,1,"Thank you, Jessy, and I'd like welcome everyone to our first quarter 2018 earnings conference call. I am joined by Lip-B"
CDNS_2018Q1,Analysts,management,remarks,1,Gary Mobley - Benchmark Monika Garg - KeyBanc Capital Markets Jay Vleeschhouwer - Griffin Securities Farhan Ahmad - Cred
CDNS_2018Q1,Executives,management,remarks,1,Alan Lindstrom - Senior Group Director of IR Lip-Bu Tan - CEO John Wall - SVP and CFO
CDNS_2018Q1,Farhan Ahmad,analyst,qa,5,"Thanks for taking my question. Can you just talk about the division and guidance for the year, from last quarter to this"
CDNS_2018Q1,Gary Mobley,analyst,qa,3,"Good afternoon everyone. Thanks for taking my question, and congrats to a good start to the year. I wanted to start off "
CDNS_2018Q1,Jay Vleeschhouwer,analyst,qa,3,"Thank you. Good evening. John, first, couple of questions and then finish up with Lip-Bu on the end market. John, were t"
CDNS_2018Q1,John Wall,management,remarks,19,"Thanks, Lip-Bu, and good afternoon everyone. I am very pleased to report we exceeded all of our key operating metrics in"
CDNS_2018Q1,Lip-Bu Tan,management,remarks,24,Good afternoon everyone. Thank you for joining us today. I am very pleased to report that Cadence achieved excellent ope
CDNS_2018Q1,Mitch Steves,analyst,qa,3,"Hey guys, thanks for taking my questions. So I wanted to touch really quick in the systems side. So I know you guys can'"
CDNS_2018Q1,Monika Garg,analyst,qa,4,"Hi, thanks for taking my question. The first on the IP, though you said just looking on the ASC606, IP is kind of down $"
CDNS_2018Q1,Operator,operator,remarks,11,"Good afternoon. My name is Jessy, and I'll be your conference operator today. At this time, I would like to welcome ever"
CDNS_2018Q1,Rich Valera,analyst,qa,5,"Yes, thank you. I'd just like the follow-up on the emulation question. It seems like it's a pretty dramatic turnaround, "
CDNS_2018Q1,Sterling Auty,analyst,qa,4,"Hey, guys. Thanks. Just want to follow-up on the line of questions of IP, and I apologize if you said earlier, I'm bounc"
CDNS_2018Q1,Tom Diffely,analyst,qa,7,"Yes, good afternoon. Another question on the IP front, so it sounds like 606 has about a 10% impact IP this year, I'm wo"
CDNS_2018Q2,Alan Lindstrom,management,remarks,1,"Thank you, Rob and I would like to welcome everyone to our second quarter 2018 earnings conference call. I am joined by "
